Var1,Var2,Var3,Var4
0.2,0.25,0,0.7156270085511
0.2,0.3,0,0.726680285330748
0.2,0.35,0,0.738759966918413
0.2,0.4,0,0.751956103126578
0.2,0.45,0,0.766352864932306
0.2,0.5,0,0.782027250581298
0.2,0.55,0,0.799047847180579
0.2,0.6,0,0.817473664728557
0.2,0.65,0,0.837353058740963
0.2,0.7,0,0.858722756604142
0.2,0.75,0,0.881607001528967
0.2,0.8,0,0.906016826509547
0.2,0.85,0,0.931949469034198
0.2,0.9,0,0.959387935474116
0.2,0.95,0,0.988300722118244
0.2,1,0,1.01864169776041
0.25,0,0,0.675675075056223
0.25,0.05,0,0.68320444165072
0.25,0.1,0,0.691257956794364
0.25,0.15,0,0.699934406499342
0.25,0.2,0,0.709333448211471
0.25,0.25,0,0.719554306092324
0.25,0.3,0,0.730694433746994
0.25,0.35,0,0.742848161388044
0.25,0.4,0,0.756105344930849
0.25,0.45,0,0.77055003477462
0.25,0.5,0,0.786259182013016
0.25,0.55,0,0.803301399557957
0.25,0.6,0,0.821735795131606
0.25,0.65,0,0.841610892302374
0.25,0.7,0,0.862963654716528
0.25,0.75,0,0.885818627427274
0.25,0.8,0,0.910187207754849
0.25,0.85,0,0.936067056460719
0.25,0.9,0,0.963441658202289
0.25,0.95,0,0.992280038277092
0.25,1,0,1.02253664060983
0.3,0,0,0.679010391695006
0.3,0.05,0,0.686694444246588
0.3,0.1,0,0.694893788958002
0.3,0.15,0,0.703706546079606
0.3,0.2,0,0.713231754207034
0.3,0.25,0,0.723568069884739
0.3,0.3,0,0.7348124342894
0.3,0.35,0,0.747058723945987
0.3,0.4,0,0.760396402945266
0.3,0.45,0,0.774909194377206
0.3,0.5,0,0.790673788711889
0.3,0.55,0,0.807758606581577
0.3,0.6,0,0.826222632910903
0.3,0.65,0,0.846114338557176
0.3,0.7,0,0.867470704611624
0.3,0.75,0,0.890316363260315
0.3,0.8,0,0.914662867647583
0.3,0.85,0,0.940508101535603
0.3,0.9,0,0.967835837741139
0.3,0.95,0,0.996615452382305
0.3,1,0,1.0268017999123
0.35,0,0,0.682333607550721
0.35,0.05,0,0.690181079890938
0.35,0.1,0,0.69853700368778
0.35,0.15,0,0.707498709220137
0.35,0.2,0,0.717164474293857
0.35,0.25,0,0.727632229514957
0.35,0.3,0,0.73899823045959
0.35,0.35,0,0.751355713637697
0.35,0.4,0,0.764793553664238
0.35,0.45,0,0.779394939310028
0.35,0.5,0,0.795236086104514
0.35,0.55,0,0.812385002913136
0.35,0.6,0,0.830900329386613
0.35,0.65,0,0.850830260413962
0.35,0.7,0,0.872211572698423
0.35,0.75,0,0.895068767329453
0.35,0.8,0,0.919413340776136
0.35,0.85,0,0.945243195079844
0.35,0.9,0,0.972542196223675
0.35,0.95,0,1.00127988770793
0.35,1,0,1.03141136431565
0.4,0,0,0.685609627630971
0.4,0.05,0,0.693628682800825
0.4,0.1,0,0.702151441965857
0.4,0.15,0,0.71127432462534
0.4,0.2,0,0.721094708879225
0.4,0.25,0,0.731709643697134
0.4,0.3,0,0.743214528080178
0.4,0.35,0,0.755701773945152
0.4,0.4,0,0.769259470069945
0.4,0.45,0,0.783970064703216
0.4,0.5,0,0.799909084440562
0.4,0.55,0,0.817143906720777
0.4,0.6,0,0.835732602775228
0.4,0.65,0,0.855722867102504
0.4,0.7,0,0.877151048529488
0.4,0.75,0,0.900041296682748
0.4,0.8,0,0.924404836249313
0.4,0.85,0,0.950239379770427
0.4,0.9,0,0.977528687911321
0.4,0.95,0,1.00624228421588
0.4,1,0,1.03633532931615
0.45,0,0,0.68880324121965
0.45,0.05,0,0.697001374887738
0.45,0.1,0,0.705700620542719
0.45,0.15,0,0.714996369957835
0.45,0.2,0,0.724984966217211
0.45,0.25,0,0.735762424273095
0.45,0.3,0,0.747423118579452
0.45,0.35,0,0.760058454540844
0.45,0.4,0,0.773755541027943
0.45,0.45,0,0.788595881468173
0.45,0.5,0,0.804654101022995
0.45,0.55,0,0.821996727113732
0.45,0.6,0,0.840681040038324
0.45,0.65,0,0.860754009666
0.45,0.7,0,0.882251333187772
0.45,0.75,0,0.90519658767288
0.45,0.8,0,0.929600509737288
0.45,0.85,0,0.955460413008088
0.45,0.9,0,0.982759752270245
0.45,0.95,0,1.01146784126495
0.45,1,0,1.04153972906763
0.5,0,0,0.69187944847035
0.5,0.05,0,0.700263396540028
0.5,0.1,0,0.709148066295047
0.5,0.15,0,0.718627709133746
0.5,0.2,0,0.728797501975539
0.5,0.25,0,0.739752277367832
0.5,0.3,0,0.751585221033925
0.5,0.35,0,0.764386553500931
0.5,0.4,0,0.778242212947437
0.5,0.45,0,0.793232556668063
0.5,0.5,0,0.80943109855274
0.5,0.55,0,0.826903299724411
0.5,0.6,0,0.845705428968519
0.5,0.65,0,0.865883508824528
0.5,0.7,0,0.887472362214585
0.5,0.75,0,0.910494773253352
0.5,0.8,0,0.934960774455296
0.5,0.85,0,0.960867070930466
0.5,0.9,0,0.988196610385093
0.5,0.95,0,1.01691830582293
0.5,1,0,1.04698691582421
0.55,0,0,0.694803794399537
0.55,0.05,0,0.703379445773909
0.55,0.1,0,0.712457660054714
0.55,0.15,0,0.722131440320329
0.55,0.2,0,0.732494670869177
0.55,0.25,0,0.743640858097042
0.55,0.3,0,0.755661839366458
0.55,0.35,0,0.768646476387933
0.55,0.4,0,0.782679350124472
0.55,0.45,0,0.797839474484125
0.55,0.5,0,0.814199046064819
0.55,0.55,0,0.831822246953171
0.55,0.6,0,0.850764117074751
0.55,0.65,0,0.871069511831725
0.55,0.7,0,0.892772159764878
0.55,0.75,0,0.915893833764035
0.55,0.8,0,0.940443647917807
0.55,0.85,0,0.96641749048725
0.55,0.9,0,0.993797601715632
0.55,0.95,0,1.02255230328432
0.55,1,0,1.05263588421731
0.6,0,0,0.697542706581875
0.6,0.05,0,0.70631502200401
0.6,0.1,0,0.715593986117644
0.6,0.15,0,0.725471250813901
0.6,0.2,0,0.736039286503787
0.6,0.25,0,0.747390134945239
0.6,0.3,0,0.759614130798885
0.6,0.35,0,0.77279860829113
0.6,0.4,0,0.787026609856032
0.6,0.45,0,0.802375613865839
0.6,0.5,0,0.818916298556833
0.6,0.55,0,0.836711358994923
0.6,0.6,0,0.855814393412818
0.6,0.65,0,0.87626887449584
0.6,0.7,0,0.89810722019924
0.6,0.75,0,0.921349977462559
0.6,0.8,0,0.946005130775934
0.6,0.85,0,0.972067545941589
0.6,0.9,0,0.999518557625369
0.6,0.95,0,1.02832570739431
0.6,1,0,1.05844263694901
0.65,0,0,0.700063832688461
0.65,0.05,0,0.709036770521341
0.65,0.1,0,0.718522683464433
0.65,0.15,0,0.728611774775193
0.65,0.2,0,0.739394985363806
0.65,0.25,0,0.750962759710309
0.65,0.3,0,0.763403781420625
0.65,0.35,0,0.77680369465448
0.65,0.4,0,0.791243828130821
0.65,0.45,0,0.806799938653389
0.65,0.5,0,0.823540991082315
0.65,0.55,0,0.84152799141494
0.65,0.6,0,0.860812889123129
0.65,0.65,0,0.881437564140659
0.65,0.7,0,0.90343291289948
0.65,0.75,0,0.926818046609601
0.65,0.8,0,0.951599613564459
0.65,0.85,0,0.977771255661953
0.65,0.9,0,1.00531320758761
0.65,0.95,0,1.03419204522637
0.65,1,0,1.06436058789645
0.7,0,0,0.702336373913217
0.7,0.05,0,0.71151282364868
0.7,0.1,0,0.721210794599661
0.7,0.15,0,0.731518949666328
0.7,0.2,0,0.742526590727711
0.7,0.25,0,0.75432243873657
0.7,0.3,0,0.766993384543856
0.7,0.35,0,0.780623226515265
0.7,0.4,0,0.795291411472609
0.7,0.45,0,0.811071795709854
0.7,0.5,0,0.828031442813246
0.7,0.55,0,0.846229474744793
0.7,0.6,0,0.86571599213021
0.7,0.65,0,0.886531078934117
0.7,0.7,0,0.908703905724583
0.7,0.75,0,0.932251944513713
0.7,0.8,0,0.957180306771751
0.7,0.85,0,0.983481214621709
0.7,0.9,0,1.01113361349487
0.7,0.95,0,1.04010293266264
0.7,1,0,1.07034099810371
0.75,0,0,0.704331410279896
0.75,0.05,0,0.713713134491219
0.75,0.1,0,0.723627107843772
0.75,0.15,0,0.734160367150072
0.75,0.2,0,0.74540047219519
0.75,0.25,0,0.757434301053498
0.75,0.3,0,0.770346817388504
0.75,0.35,0,0.784219825628431
0.75,0.4,0,0.799130730349096
0.75,0.45,0,0.815151316411478
0.75,0.5,0,0.832346566363687
0.75,0.55,0,0.850773531342885
0.75,0.6,0,0.870480271190606
0.75,0.65,0,0.891504878736346
0.75,0.7,0,0.913874602219228
0.75,0.75,0,0.937605078620398
0.75,0.8,0,0.962699689283871
0.75,0.85,0,0.989149047635085
0.75,0.9,0,1.0169306270871
0.75,0.95,0,1.0460085353807
0.75,1,0,1.07633343966349
0.8,0,0,0.70602221383074
0.8,0.05,0,0.715609799194358
0.8,0.1,0,0.725742488908158
0.8,0.15,0,0.736505614187981
0.8,0.2,0,0.74798489647866
0.8,0.25,0,0.760265258978838
0.8,0.3,0,0.773429611572784
0.8,0.35,0,0.787557624866754
0.8,0.4,0,0.802724509453317
0.8,0.45,0,0.818999816726792
0.8,0.5,0,0.836446277525415
0.8,0.55,0,0.855118694588602
0.8,0.6,0,0.87506290429737
0.8,0.65,0,0.896314822400048
0.8,0.7,0,0.918899587445471
0.8,0.75,0,0.942830814452766
0.8,0.8,0,0.96810996996057
0.8,0.85,0,0.994725878042819
0.8,0.9,0,1.02265436517148
0.8,0.95,0,1.05185804998512
0.8,1,0,1.08228628209516
0.85,0,0,0.707384545766719
0.85,0.05,0,0.717177363682556
0.85,0.1,0,0.727530197625318
0.85,0.15,0,0.738526600117315
0.85,0.2,0,0.750250365132236
0.85,0.25,0,0.762784356764702
0.85,0.3,0,0.776209312884693
0.85,0.35,0,0.790602639272682
0.85,0.4,0,0.806037210129991
0.85,0.45,0,0.822580191052528
0.85,0.5,0,0.840291900486069
0.85,0.55,0,0.859224725390921
0.85,0.6,0,0.879422106316572
0.85,0.65,0,0.900917606313318
0.85,0.7,0,0.923734077139518
0.85,0.75,0,0.947882935026361
0.85,0.8,0,0.973363556886388
0.85,0.85,0,1.00016280631447
0.85,0.9,0,1.02825469703116
0.85,0.95,0,1.05760019962061
0.85,1,0,1.08814719550553
0.9,0,0,0.708396933730332
0.9,0.05,0,0.718393110971211
0.9,0.1,0,0.728966185823329
0.9,0.15,0,0.740197865581327
0.9,0.2,0,0.752169934990282
0.9,0.25,0,0.764963102939721
0.9,0.3,0,0.778655825872041
0.9,0.35,0,0.793323123179069
0.9,0.4,0,0.809035400249418
0.9,0.45,0,0.825857294993416
0.9,0.5,0,0.843846563598039
0.9,0.55,0,0.863053020958422
0.9,0.6,0,0.883517550696344
0.9,0.65,0,0.905271198908669
0.9,0.7,0,0.928334364808582
0.9,0.75,0,0.952716100242971
0.9,0.8,0,0.978413528697378
0.9,0.85,0,1.00541139287127
0.9,0.9,0,1.03368173823516
0.9,0.95,0,1.06318373818921
0.9,1,0,1.09386366456976
0.95,0,0,0.709040925604616
0.95,0.05,0,0.719237325316972
0.95,0.1,0,0.73002937249881
0.95,0.15,0,0.741496869355292
0.95,0.2,0,0.75371951722865
0.95,0.25,0,0.766775782140617
0.95,0.3,0,0.780741738917006
0.95,0.35,0,0.795689908939171
0.95,0.4,0,0.811688106933549
0.95,0.45,0,0.828798312355038
0.95,0.5,0,0.847075580833196
0.95,0.55,0,0.866567010828835
0.95,0.6,0,0.88731078010763
0.95,0.65,0,0.909335265864816
0.95,0.7,0,0.932658261358189
0.95,0.75,0,0.957286300727039
0.95,0.8,0,0.983214102322894
0.95,0.85,0,1.01042413934609
0.95,0.9,0,1.03888634494699
0.95,0.95,0,1.06855795716185
0.95,1,0,1.09938350721881
1,0,0,0.709301316438219
1,0.05,0,0.719693529707645
1,0.1,0,0.730701892670756
1,0.15,0,0.742404249326985
1,0.2,0,0.754878151186706
1,0.25,0,0.76819974243269
1,0.3,0,0.782442625656519
1,0.35,0,0.797676722978754
1,0.4,0,0.813967147702518
1,0.45,0,0.831373101769562
1,0.5,0,0.84994681418964
1,0.55,0,0.869732535277298
1,0.6,0,0.890765600980463
1,0.65,0,0.913071580811352
1,0.7,0,0.936665521911967
1,0.75,0,0.961551300612986
1,0.8,0,0.987721091500636
1,0.85,0,1.01515496249413
1,0.9,0,1.0438206028078
1,0.95,0,1.07367318891905
1,1,0,1.10465539184067
0,0,0.05,0.660270112793303
0,0.05,0.05,0.667295195456735
0,0.1,0.05,0.67487827940305
0,0.15,0.05,0.683119173694611
0,0.2,0.05,0.692118359222026
0,0.25,0.05,0.701975683285799
0,0.3,0.05,0.712789023347644
0,0.35,0.05,0.724652936891449
0,0.4,0.05,0.737657314827648
0,0.45,0.05,0.751886056107527
0,0.5,0.05,0.767415781195258
0,0.55,0.05,0.784314601764255
0,0.6,0.05,0.802640963447222
0,0.65,0.05,0.822442577678051
0,0.7,0.05,0.84375545763253
0,0.75,0.05,0.866603072014375
0,0.8,0.05,0.890995628965233
0,0.85,0.05,0.916929500723332
0,0.9,0.05,0.944386797836008
0,0.95,0.05,0.973335099781953
0,1,0.05,1.00372734680092
0.05,0,0.05,0.663334514010718
0.05,0.05,0.05,0.670468941363016
0.05,0.1,0.05,0.678143559966505
0.05,0.15,0.05,0.686458152912412
0.05,0.2,0.05,0.695513304182545
0.05,0.25,0.05,0.705409090642822
0.05,0.3,0.05,0.716243741994295
0.05,0.35,0.05,0.728112285675583
0.05,0.4,0.05,0.741105194212413
0.05,0.45,0.05,0.755307052759737
0.05,0.5,0.05,0.770795264572361
0.05,0.55,0.05,0.787638811872729
0.05,0.6,0.05,0.805897089051815
0.05,0.65,0.05,0.825618824360295
0.05,0.7,0.05,0.846841105216147
0.05,0.75,0.05,0.869588521004393
0.05,0.8,0.05,0.893872435776633
0.05,0.85,0.05,0.919690401600538
0.05,0.9,0.05,0.947025721499234
0.05,0.95,0.05,0.975847168955359
0.05,1,0.05,1.0061088689043
0.1,0,0.05,0.666533929991051
0.1,0.05,0.05,0.673786854652822
0.1,0.1,0.05,0.681563645952583
0.1,0.15,0.05,0.689963930607225
0.1,0.2,0.05,0.699088250675165
0.1,0.25,0.05,0.709036754361951
0.1,0.3,0.05,0.719907853724966
0.1,0.35,0.05,0.731796866307225
0.1,0.4,0.05,0.744794658238551
0.1,0.45,0.05,0.758986306608638
0.1,0.5,0.05,0.774449798912362
0.1,0.55,0.05,0.791254787115453
0.1,0.6,0.05,0.809461413358766
0.1,0.65,0.05,0.829119223551733
0.1,0.7,0.05,0.850266184079108
0.1,0.75,0.05,0.872927815599174
0.1,0.8,0.05,0.897116456444753
0.1,0.85,0.05,0.92283066648837
0.1,0.9,0.05,0.950054780513331
0.1,0.95,0.05,0.978758618177655
0.1,1,0.05,1.00889735559263
0.15,0,0.05,0.66983749155951
0.15,0.05,0.05,0.677217974765615
0.15,0.1,0.05,0.685107628049327
0.15,0.15,0.05,0.693605792278267
0.15,0.2,0.05,0.702812822598379
0.15,0.25,0.05,0.712828779444313
0.15,0.3,0.05,0.723752085556374
0.15,0.35,0.05,0.735678166044995
0.15,0.4,0.05,0.74869808907052
0.15,0.45,0.05,0.762897224975451
0.15,0.5,0.05,0.7783539417152
0.15,0.55,0.05,0.795138354187959
0.15,0.6,0.05,0.813311144541946
0.15,0.65,0.05,0.832922469778698
0.15,0.7,0.05,0.854010971948885
0.15,0.75,0.05,0.876602904996067
0.15,0.8,0.05,0.900711390842521
0.15,0.85,0.05,0.926335815662402
0.15,0.9,0.05,0.953461375468
0.15,0.95,0.05,0.98205877818241
0.15,1,0.05,1.01208410730807
0.2,0,0.05,0.673212906297285
0.2,0.05,0.05,0.680729821478242
0.2,0.1,0.05,0.688742970069588
0.2,0.15,0.05,0.697351279070024
0.2,0.2,0.05,0.70665477236425
0.2,0.25,0.05,0.716753263326798
0.2,0.3,0.05,0.727745012703214
0.2,0.35,0.05,0.739725368812619
0.2,0.4,0.05,0.752785407642269
0.2,0.45,0.05,0.767010590686842
0.2,0.5,0.05,0.78247945840035
0.2,0.55,0.05,0.799262376887602
0.2,0.6,0.05,0.817420354952493
0.2,0.65,0.05,0.837003947861963
0.2,0.7,0.05,0.858052263168237
0.2,0.75,0.05,0.880592082701431
0.2,0.8,0.05,0.904637113379086
0.2,0.85,0.05,0.930187377841425
0.2,0.9,0.05,0.957228754099181
0.2,0.95,0.05,0.985732671435518
0.2,1,0.05,1.01565596773158
0.25,0,0.05,0.676626705195436
0.25,0.05,0.05,0.684288640874276
0.25,0.1,0.05,0.692435753072392
0.25,0.15,0.05,0.701166428865766
0.25,0.2,0.05,0.710580217785737
0.25,0.25,0.05,0.720776527385785
0.25,0.3,0.05,0.731853283534908
0.25,0.35,0.05,0.743905572462002
0.25,0.4,0.05,0.757024282106632
0.25,0.45,0.05,0.771294760623552
0.25,0.5,0.05,0.786795509906786
0.25,0.55,0.05,0.803596931764606
0.25,0.6,0.05,0.82176014387331
0.25,0.65,0.05,0.84133588188492
0.25,0.7,0.05,0.862363503054685
0.25,0.75,0.05,0.884870105524801
0.25,0.8,0.05,0.908869775946489
0.25,0.85,0.05,0.934362976480504
0.25,0.9,0.05,0.96133608040994
0.25,0.95,0.05,0.989761063642494
0.25,1,0.05,1.01959535732546
0.3,0,0.05,0.68004451057745
0.3,0.05,0.05,0.687859673558354
0.3,0.1,0.05,0.69615094279077
0.3,0.15,0.05,0.705016041841152
0.3,0.2,0.05,0.714553904655976
0.3,0.25,0.05,0.724863375444149
0.3,0.3,0.05,0.736041872916833
0.3,0.35,0.05,0.748184035867685
0.3,0.4,0.05,0.761380367620679
0.3,0.45,0.05,0.775715897159377
0.3,0.5,0.05,0.791268874781925
0.3,0.55,0.05,0.808109519893453
0.3,0.6,0.05,0.826298838048747
0.3,0.65,0.05,0.845887523609481
0.3,0.7,0.05,0.866914963381608
0.3,0.75,0.05,0.889408355367114
0.3,0.8,0.05,0.913381955319541
0.3,0.85,0.05,0.938836462157771
0.3,0.9,0.05,0.965758551484375
0.3,0.95,0.05,0.994120564510941
0.3,1,0.05,1.02388035763933
0.35,0,0.05,0.683431322967
0.35,0.05,0.05,0.691407442799819
0.35,0.1,0.05,0.699852678076998
0.35,0.15,0.05,0.708863968218385
0.35,0.2,0.05,0.71853949280838
0.35,0.25,0.05,0.728977377126672
0.35,0.3,0.05,0.740274361849107
0.35,0.35,0.05,0.752524453845287
0.35,0.4,0.05,0.765817575551087
0.35,0.45,0.05,0.780238230677772
0.35,0.5,0.05,0.795864204056575
0.35,0.55,0.05,0.812765313183282
0.35,0.6,0.05,0.83100222854181
0.35,0.65,0.05,0.850625379029499
0.35,0.7,0.05,0.871673957824346
0.35,0.75,0.05,0.894175042801966
0.35,0.8,0.05,0.918142844172668
0.35,0.85,0.05,0.943578090379636
0.35,0.9,0.05,0.970467561500318
0.35,0.95,0.05,0.998783777449934
0.35,1,0.05,1.0284848462441
0.4,0,0.05,0.686751824237508
0.4,0.05,0.05,0.694896059943848
0.4,0.1,0.05,0.70350457771237
0.4,0.15,0.05,0.712673415588843
0.4,0.2,0.05,0.722499863052481
0.4,0.25,0.05,0.733081173499291
0.4,0.3,0.05,0.744513240894226
0.4,0.35,0.05,0.756889257448354
0.4,0.4,0.05,0.770298369726238
0.4,0.45,0.05,0.784824350876126
0.4,0.5,0.05,0.800544306710482
0.4,0.55,0.05,0.817527433134747
0.4,0.6,0.05,0.83583384193678
0.4,0.65,0.05,0.855513471202887
0.4,0.7,0.05,0.876605095638969
0.4,0.75,0.05,0.899135450858854
0.4,0.8,0.05,0.923118484262791
0.4,0.85,0.05,0.948554743510489
0.4,0.9,0.05,0.975430911800136
0.4,0.95,0.05,1.00371949723011
0.4,1,0.05,1.03337868148366
0.45,0,0.05,0.689970694073698
0.45,0.05,0.05,0.698289544104985
0.45,0.1,0.05,0.707070062590465
0.45,0.15,0.05,0.716407272823109
0.45,0.2,0.05,0.726397442024667
0.45,0.25,0.05,0.737136802057553
0.45,0.3,0.05,0.748720234489345
0.45,0.35,0.05,0.761239936784297
0.45,0.4,0.05,0.774784086932205
0.45,0.45,0.05,0.789435524117228
0.45,0.5,0.05,0.805270463063768
0.45,0.55,0.05,0.822357259461616
0.45,0.6,0.05,0.840755243398509
0.45,0.65,0.05,0.860513636973782
0.45,0.7,0.05,0.881670571295435
0.45,0.75,0.05,0.904252216841475
0.45,0.8,0.05,0.92827203974061
0.45,0.85,0.05,0.95373019491628
0.45,0.9,0.05,0.980613065244332
0.45,0.95,0.05,1.0088929539664
0.45,1,0.05,1.03852793555347
0.5,0,0.05,0.693052936494685
0.5,0.05,0.05,0.701552152870865
0.5,0.1,0.05,0.710512689988595
0.5,0.15,0.05,0.720028447269063
0.5,0.2,0.05,0.730194541651476
0.5,0.25,0.05,0.741106037772472
0.5,0.3,0.05,0.752856642874168
0.5,0.35,0.05,0.76553738310911
0.5,0.4,0.05,0.779235278446539
0.5,0.45,0.05,0.794032033669784
0.5,0.5,0.05,0.810002762984784
0.5,0.55,0.05,0.827214765532592
0.5,0.6,0.05,0.845726368612806
0.5,0.65,0.05,0.865585854687102
0.5,0.7,0.05,0.88683048725277
0.5,0.75,0.05,0.909485649464433
0.5,0.8,0.05,0.933564107969876
0.5,0.85,0.05,0.959065412808219
0.5,0.9,0.05,0.985975442450912
0.5,0.95,0.05,1.01426610115231
0.5,1,0.05,1.04389517375755
0.55,0,0.05,0.695964212951641
0.55,0.05,0.05,0.704648720490856
0.55,0.1,0.05,0.713796496371533
0.55,0.15,0.05,0.723500211666722
0.55,0.2,0.05,0.733853709640944
0.55,0.25,0.05,0.744950746601394
0.55,0.3,0.05,0.756883698038753
0.55,0.35,0.05,0.769742246609515
0.55,0.4,0.05,0.783612069037208
0.55,0.45,0.05,0.798573539287095
0.55,0.5,0.05,0.814700465402514
0.55,0.55,0.05,0.832058877155266
0.55,0.6,0.05,0.850705881179938
0.55,0.65,0.05,0.870688599522926
0.55,0.7,0.05,0.892043206564627
0.55,0.75,0.05,0.914794078068003
0.55,0.8,0.05,0.938953064691494
0.55,0.85,0.05,0.964518900711927
0.55,0.9,0.05,0.991476756930855
0.55,0.95,0.05,1.01979794484446
0.55,1,0.05,1.04943977714583
0.6,0,0.05,0.698671178315767
0.6,0.05,0.05,0.70754499982029
0.6,0.1,0.05,0.716886344956511
0.6,0.15,0.05,0.726786556967075
0.6,0.2,0.05,0.737338087161125
0.6,0.25,0.05,0.748633247598112
0.6,0.3,0.05,0.760762929811808
0.6,0.35,0.05,0.773815305989292
0.6,0.4,0.05,0.787874529536414
0.6,0.45,0.05,0.803019452237909
0.6,0.5,0.05,0.819322375239428
0.6,0.55,0.05,0.836847850842237
0.6,0.6,0.05,0.855651551622277
0.6,0.65,0.05,0.875779222641246
0.6,0.7,0.05,0.897265731550324
0.6,0.75,0.05,0.920134230187263
0.6,0.8,0.05,0.944395439862736
0.6,0.85,0.05,0.970047070941224
0.6,0.9,0.05,0.997073385570379
0.6,0.95,0.05,1.02544491052381
0.6,1,0.05,1.05511830513423
0.65,0,0.05,0.701141815927561
0.65,0.05,0.05,0.710208004131222
0.65,0.1,0.05,0.719748274097715
0.65,0.15,0.05,0.729852547069204
0.65,0.2,0.05,0.740611769671337
0.65,0.25,0.05,0.752116679550359
0.65,0.3,0.05,0.764456537981791
0.65,0.35,0.05,0.777717845713842
0.65,0.4,0.05,0.791983058821718
0.65,0.45,0.05,0.807329321604262
0.65,0.5,0.05,0.823827233574851
0.65,0.55,0.05,0.841539667357058
0.65,0.6,0.05,0.860520653806835
0.65,0.65,0.05,0.880814349949294
0.65,0.7,0.05,0.902454104345158
0.65,0.75,0.05,0.925461633312882
0.65,0.8,0.05,0.949846320033335
0.65,0.85,0.05,0.975604646981243
0.65,0.9,0.05,1.00271977039499
0.65,0.95,0.05,1.03116124361269
0.65,1,0.05,1.06088489413692
0.7,0,0.05,0.703345767777724
0.7,0.05,0.05,0.712606344795394
0.7,0.1,0.05,0.722349842429584
0.7,0.15,0.05,0.732664671346943
0.7,0.2,0.05,0.743640166723158
0.7,0.25,0.05,0.755365367905473
0.7,0.3,0.05,0.767927766156238
0.7,0.35,0.05,0.781412036580652
0.7,0.4,0.05,0.795898770829884
0.7,0.45,0.05,0.811463227429688
0.7,0.5,0.05,0.828174116583928
0.7,0.55,0.05,0.846092436060691
0.7,0.6,0.05,0.865270374277561
0.7,0.65,0.05,0.885750295961391
0.7,0.7,0.05,0.907563824800168
0.7,0.75,0.05,0.930731036304469
0.7,0.8,0.05,0.955259772717444
0.7,0.85,0.05,0.981145090237921
0.7,0.9,0.05,1.00836884709286
0.7,0.95,0.05,1.03689943914178
0.7,1,0.05,1.06669168773239
